raw_mass	peak_height	KEGG_mass(original)	npossible	KEGG_mass (Addukt)	ppm	KEGG_cid	KEGG_formula	KEGG_name	uniqueID
139.07321	8.91924e+05	116.083989299039	1(20)	139.072950324921	1.86718260820449	C01585	C6H12O2	Hexanoic acid;Hexanoate;Hexylic acid;n-Caproic acid ([M+Na]+)	
139.07321	8.91924e+05	116.083989299039	2(20)	139.072950324921	1.86718260820449	C02948	C6H12O2	4-Hydroxyhexan-3-one;4-Hydroxy-3-hexanone;Propioin ([M+Na]+)	
139.07321	8.91924e+05	116.083989299039	3(20)	139.072950324921	1.86718260820449	C03739	C6H12O2	trans-Cyclohexane-1,2-diol;trans-1,2-Cyclohexanediol ([M+Na]+)	
139.07321	8.91924e+05	116.083989299039	4(20)	139.072950324921	1.86718260820449	C12293	C6H12O2	Isoamyl formate ([M+Na]+)	
139.07321	8.91924e+05	116.083989299039	5(20)	139.072950324921	1.86718260820449	C12304	C6H12O2	Butyl acetate ([M+Na]+)	
139.07321	8.91924e+05	116.083989299039	6(20)	139.072950324921	1.86718260820449	C12313	C6H12O2	cis-Cyclohexane-1,2-diol ([M+Na]+)	
139.07321	8.91924e+05	116.083989299039	7(20)	139.072950324921	1.86718260820449	HMDB00535	C6H12O2	Caproic acid (see KEGG C01585); Hexanoic acid [carboxylic acid] ([M+Na]+)	
139.07321	8.91924e+05	116.083989299039	8(20)	139.072950324921	1.86718260820449	HMDB00689	C6H12O2	Isocaproic acid; 4-methylpentanoic acid [carboxylic acid] ([M+Na]+)	
139.07321	8.91924e+05	116.083989299039	9(20)	139.072950324921	1.86718260820449	LMFA01010006	C6H12O2	Caproic acid (see KEGG C01585); Hexanoic acid [Straight chain fatty acids [FA0101]] ([M+Na]+)	
139.07321	8.91924e+05	116.083989299039	10(20)	139.072950324921	1.86718260820449	LMFA01020074	C6H12O2	2-methyl valeric acid; 2-methyl-pentanoic acid [Branched fatty acids [FA0102]] ([M+Na]+)	
139.07321	8.91924e+05	116.083989299039	11(20)	139.072950324921	1.86718260820449	LMFA01020075	C6H12O2	3-methyl valeric acid; 3-methyl-pentanoic acid [Branched fatty acids [FA0102]] ([M+Na]+)	
139.07321	8.91924e+05	116.083989299039	12(20)	139.072950324921	1.86718260820449	LMFA01020076	C6H12O2	Isocaproic acid; 4-methyl-pentanoic acid [Branched fatty acids [FA0102]] ([M+Na]+)	
139.07321	8.91924e+05	116.083989299039	13(20)	139.072950324921	1.86718260820449	LMFA01020077	C6H12O2	diethyl acetic acid; 2-ethyl-butanoic acid [Branched fatty acids [FA0102]] ([M+Na]+)	
139.07321	8.91924e+05	116.083989299039	14(20)	139.072950324921	1.86718260820449	LMFA01020078	C6H12O2	dimethyl ethyl acetic acid; 2,2-dimethyl-butanoic acid [Branched fatty acids [FA0102]] ([M+Na]+)	
139.07321	8.91924e+05	116.083989299039	15(20)	139.072950324921	1.86718260820449	LMFA01020079	C6H12O2	3,3-dimethyl-butanoic acid [Branched fatty acids [FA0102]] ([M+Na]+)	
139.07321	8.91924e+05	116.083989299039	16(20)	139.072950324921	1.86718260820449	LMFA06000012	C6H12O2	2-hydroxy caproaldehyde; 2-hydroxy-hexanal [Fatty aldehydes [FA06]] ([M+Na]+)	
139.07321	8.91924e+05	116.083989299039	17(20)	139.072950324921	1.86718260820449	LMFA06000013	C6H12O2	4-hydroxy caproaldehyde; 4-hydroxy-hexanal [Fatty aldehydes [FA06]] ([M+Na]+)	
139.07321	8.91924e+05	116.083989299039	18(20)	139.072950324921	1.86718260820449	LMFA06000014	C6H12O2	5-hydroxy caproaldehyde; 5-hydroxy-hexanal [Fatty aldehydes [FA06]] ([M+Na]+)	
139.07321	8.91924e+05	116.083989299039	19(20)	139.072950324921	1.86718260820449	LMFA06000015	C6H12O2	6-hydroxy caproaldehyde; 6-hydroxy-hexanal [Fatty aldehydes [FA06]] ([M+Na]+)	
139.07321	8.91924e+05	116.083989299039	20(20)	139.072950324921	1.86718260820449	LMFA06000125	C6H12O2	3-Hydroxyhexanal [Fatty aldehydes [FA06]] ([M+Na]+)	
162.99182	3.40095e+06	140.002599299039	2(2)	162.992113162871	-1.79863548368872	C06648	C7H5ClO	4-Chlorobenzaldehyde ([M+Na]+)	
176.97111	4.33019e+06	138.007950579909	1(3)	176.971354751821	-1.38300438408431	C06454	C3H7O4P	Phosphonomycin;Fosfomycin ([M+K39]+)	
177.0075	1.08075e+07	154.018279299039	1(1)	177.007763227011	-1.48709524175032	C06647	C8H7ClO	4-Chloroacetophenone ([M+Na]+)	
183.10202	1.15777e+06	144.138860579909	1(2)	183.101998621691	0.116756270709673	C11459	C8H18NO	Butyro-betaine ([M+K39]+)	
189.11262	1.28173e+06	166.123399299039	1(1)	189.112409838421	1.11130383044304	C06976	C10H16NO	Edrophonium ([M+Na]+)	
192.99284	4.13235e+06	154.029680579909	1(1)	192.993139218031	-1.55041000997171	C14706	C4H10O4S	Diethyl sulfate;DES ([M+K39]+)	
193.00244	3.76064e+06	154.039280579909	2(15)	193.002654880101	-1.11335432338584	C06608	C4H11O4P	Diethylphosphoric acid;O,O-Diethylphosphoric acid ([M+K39]+)	
193.00244	3.76064e+06	154.039280579909	3(15)	193.002654880101	-1.11335432338584	HMDB12209	C4H11O4P	Diethylphosphate (see KEGG C06608); diethyl hydrogen phosphate [phosphoric acid ester] ([M+K39]+)	
193.00244	3.76064e+06	170.013219299039	4(15)	193.002677846571	-1.23235007286271	C03077	C8H7ClO2	4-Chlorophenylacetate;4-Chlorophenylacetic acid;4-Chlorophenyl acetate;4-Chlorophenyl acetic acid ([M+Na]+)	
193.09462	1.18095e+06	170.105399299039	2(2)	193.094748398621	-0.6649518303577	C07841	C8H14N2O2	Levetiracetam ([M+Na]+)	
194.9817	1.39108e+06	156.018540579909	1(11)	194.981919435521	-1.1254159801555	C03894	C3H9O5P	Propane-1,2-diol 1-phosphate ([M+K39]+)	
198.08516	1.04308e+06	175.095939299039	1(4)	198.084911990891	1.25203275709751	C00327	C6H13N3O3	L-Citrulline;2-Amino-5-ureidovaleric acid;Citrulline ([M+Na]+)	
198.08516	1.04308e+06	175.095939299039	2(4)	198.084911990891	1.25203275709751	C02699	C6H12N3O3R	R replaced by H in L-Citrulline ester ([M+Na]+)	
198.08516	1.04308e+06	175.095939299039	3(4)	198.084911990891	1.25203275709751	HMDB00904	C6H13N3O3	Citrulline (see KEGG C00327); (2S)-2-amino-5-(carbamoylamino)pentanoic acid [primary amine] ([M+Na]+)	
198.08516	1.04308e+06	175.095939299039	4(4)	198.084911990891	1.25203275709751	HMDB03148	C6H13N3O3	Argininic acid; (2S)-5-(diaminomethylideneamino)-2-hydroxy-pentanoic acid [secondary alcohol] ([M+Na]+)	
199.09699	9.13081e+05	160.133830579909	1(5)	199.096913241251	0.385534452344796	C07471	C8H18NO2	Methacholine;Acetyl-beta-methylcholine ([M+K39]+)	
199.09699	9.13081e+05	160.133830579909	2(5)	199.096913241251	0.385534452344796	HMDB13305	C8H18NO2	Propionylcholine [cation] ([M+K39]+)	
205.0864	6.00684e+06	166.123240579909	1(2)	205.086348557551	0.25083305868329	C06976	C10H16NO	Edrophonium ([M+K39]+)	
210.15744	1.04024e+06	187.168219299039	1(4)	210.157683008331	-1.15631562215085	C00612	C9H21N3O	N1-Acetylspermidine ([M+Na]+)	
