raw_mass	peak_height	KEGG_mass(original)	npossible	KEGG_mass (Addukt)	ppm	KEGG_cid	KEGG_formula	KEGG_name	uniqueID
107.0104	2.44587e+05	84.0211792990393	1(4)	107.010350068361	0.46660547944584	C02648	C4H4O2	4-Hydroxy-2-butynal ([M+Na]+)	
107.0104	2.44587e+05	84.0211792990393	2(4)	107.010350068361	0.46660547944584	C06144	C4H4O2	3-Butynoate;But-3-ynoate ([M+Na]+)	
107.0104	2.44587e+05	84.0211792990393	3(4)	107.010350068361	0.46660547944584	C17601	C4H4O2	2(5H)-Furanone;gamma-Crotonolactone;Butenolide ([M+Na]+)	
107.0104	2.44587e+05	84.0211792990393	4(4)	107.010350068361	0.46660547944584	C17602	C4H4O2	2(3H)-Furanone;alpha-Crotonolactone ([M+Na]+)	
107.02167	3.10522e+05	84.0324492990393	1(2)	107.021583458361	0.808636596747271	C06195	C3H4N2O	Imidazolone;4-Imidazolone;Imidazol-4-one ([M+Na]+)	
107.02167	3.10522e+05	84.0324492990393	2(2)	107.021583458361	0.808636596747271	HMDB04363	C3H4N2O	Imidazolone (see KEGG C06195); 3,5-dihydroimidazol-4-one [secondary carboxylic acid amide] ([M+Na]+)	
108.90076	2.85434e+05	69.9376005799093	1(3)	108.900864784091	-0.962197977253312	C13377	HgCl2	Mercuric chloride;Mercury(II) chloride ([M+K39]+)	
108.90076	2.85434e+05	69.9376005799093	2(3)	108.900864784091	-0.962197977253312	C14711	NiCl2	Nickel chloride;Nickel(II) chloride ([M+K39]+)	
108.90076	2.85434e+05	69.9376005799093	3(3)	108.900864784091	-0.962197977253312	C15233	CdCl2	Cadmium chloride ([M+K39]+)	
110.02118	2.59861e+05	87.0319592990393	1(3)	110.021249105211	-0.628108251494143	C02218	C3H5NO2	2-Aminoacrylate;Dehydroalanine ([M+Na]+)	
110.02118	2.59861e+05	87.0319592990393	2(3)	110.021249105211	-0.628108251494143	C06695	C3H5NO2	2-Oxazolidinone ([M+Na]+)	
110.02118	2.59861e+05	87.0319592990393	3(3)	110.021249105211	-0.628108251494143	HMDB03609	C3H5NO2	2-Aminoacrylic acid (see KEGG C02218); 2-aminoprop-2-enoic acid [enamine] ([M+Na]+)	
110.02692	3.61631e+05	109.019643533119	1(2)	110.027025934271	-0.962803202987188	C00519	C2H7NO2S	Hypotaurine;2-Aminoethanesulfinic acid ([M+H]+)	
110.02692	3.61631e+05	109.019643533119	2(2)	110.027025934271	-0.962803202987188	HMDB00965	C2H7NO2S	Hypotaurine (see KEGG C00519); 2-aminoethanesulfinic acid [primary amine] ([M+H]+)	
110.89773	2.46577e+05	71.9345705799093	1(1)	110.897821402091	-0.824201640571623	C17392	CaS	Calcium sulfide ([M+K39]+)	
110.98424	2.68254e+05	72.0210805799093	1(6)	110.984288787491	-0.439589359682603	C00511	C3H4O2	Propenoate;Acrylic acid;Acrylate;2-Propenoic acid;Vinylformic acid ([M+K39]+)	
110.98424	2.68254e+05	72.0210805799093	2(6)	110.984288787491	-0.439589359682603	C00546	C3H4O2	Methylglyoxal;Pyruvaldehyde;Pyruvic aldehyde;2-Ketopropionaldehyde;2-Oxopropanal ([M+K39]+)	
110.98424	2.68254e+05	72.0210805799093	3(6)	110.984288787491	-0.439589359682603	C11823	C3H3O2R	R replaced by H in 2,3-Ene acid ([M+K39]+)	
110.98424	2.68254e+05	72.0210805799093	4(6)	110.984288787491	-0.439589359682603	HMDB01167	C3H4O2	Pyruvaldehyde (see KEGG C00546); 2-oxopropanal [aldehyde] ([M+K39]+)	
110.98424	2.68254e+05	72.0210805799093	5(6)	110.984288787491	-0.439589359682603	HMDB06112	C3H4O2	Malondialdehyde; propanedial [aldehyde] ([M+K39]+)	
110.98424	2.68254e+05	72.0210805799093	6(6)	110.984288787491	-0.439589359682603	LMFA01030193	C3H4O2	Acrylic acid; 2-propenoic acid [Unsaturated fatty acids [FA0103]] ([M+K39]+)	
111.02906	2.48846e+05	88.0398392990393	1(1)	111.029074137281	-0.12732955677724	HMDB03288	C3H6NO2Se	Selenocysteine (see KEGG C05688) [primary amine] ([M+Na]+)	
111.05526	2.75359e+05	110.047983533119	1(3)	111.055289288421	-0.263728354603058	C02560	C5H6N2O	N-Acetylimidazole ([M+H]+)	
111.05526	2.75359e+05	110.047983533119	2(3)	111.055289288421	-0.263728354603058	C05130	C5H6N2O	Imidazole-4-acetaldehyde;Imidazole acetaldehyde ([M+H]+)	
111.05526	2.75359e+05	110.047983533119	3(3)	111.055289288421	-0.263728354603058	HMDB03905	C5H6N2O	Imidazole-4-acetaldehyde (see KEGG C05130); 2-(3H-imidazol-4-yl)acetaldehyde [aldehyde] ([M+H]+)	
111.07809	2.90955e+05	88.0888692990393	1(9)	111.078035705361	0.488797016584128	C07328	C5H12O	3-Methylbutanol;Isoamyl alcohol;Isopentyl alcohol ([M+Na]+)	
111.07809	2.90955e+05	88.0888692990393	2(9)	111.078035705361	0.488797016584128	C11344	C5H12O	Methyl tert-butyl ether;tert-Butyl methyl ether ([M+Na]+)	
111.07809	2.90955e+05	88.0888692990393	3(9)	111.078035705361	0.488797016584128	C16834	C5H12O	1-Pentanol ([M+Na]+)	
111.07809	2.90955e+05	88.0888692990393	4(9)	111.078035705361	0.488797016584128	HMDB06007	C5H12O	Isopentanol (see KEGG C07328); 3-methylbutan-1-ol [primary alcohol] ([M+Na]+)	
111.07809	2.90955e+05	88.0888692990393	5(9)	111.078035705361	0.488797016584128	HMDB13036	C5H12O	1-Pentanol; pentan-1-ol [primary alcohol] ([M+Na]+)	
111.07809	2.90955e+05	88.0888692990393	6(9)	111.078035705361	0.488797016584128	LMFA05000102	C5H12O	2R-Methylbutan-1-ol [Fatty alcohols [FA05]] ([M+Na]+)	
111.07809	2.90955e+05	88.0888692990393	7(9)	111.078035705361	0.488797016584128	LMFA05000104	C5H12O	2-Methylbutan-1-ol [Fatty alcohols [FA05]] ([M+Na]+)	
111.07809	2.90955e+05	88.0888692990393	8(9)	111.078035705361	0.488797016584128	LMFA05000108	C5H12O	3-Methylbutan-1-ol [Fatty alcohols [FA05]] ([M+Na]+)	
111.07809	2.90955e+05	88.0888692990393	9(9)	111.078035705361	0.488797016584128	LMFA05000112	C5H12O	Pentan-1-ol [Fatty alcohols [FA05]] ([M+Na]+)	
112.03941	3.23416e+05	111.032133533119	1(6)	112.039304871131	0.938320444647676	C01059	C5H5NO2	2,5-Dihydroxypyridine ([M+H]+)	
