raw_mass	peak_height	KEGG_mass(original)	npossible	KEGG_mass (Addukt)	ppm	KEGG_cid	KEGG_formula	KEGG_name	uniqueID
104.07067	2.39580e+05	103.063393533119	1(31)	104.070604999411	0.624581248527721	C00334	C4H9NO2	4-Aminobutanoate;4-Aminobutanoic acid;4-Aminobutyrate;4-Aminobutyric acid;gamma-Aminobutyric acid;GABA ([M+H]+)	
104.07067	2.39580e+05	103.063393533119	2(31)	104.070604999411	0.624581248527721	C01026	C4H9NO2	N,N-Dimethylglycine;Dimethylglycine ([M+H]+)	
104.07067	2.39580e+05	103.063393533119	3(31)	104.070604999411	0.624581248527721	C01205	C4H9NO2	(R)-3-Amino-2-methylpropanoate;D-3-Amino-isobutanoate ([M+H]+)	
104.07067	2.39580e+05	103.063393533119	4(31)	104.070604999411	0.624581248527721	C02261	C4H9NO2	D-2-Aminobutyrate;D-2-Aminobutyric acid;D-2-Aminobutanoic acid;(R)-2-Aminobutanoic acid ([M+H]+)	
104.07067	2.39580e+05	103.063393533119	5(31)	104.070604999411	0.624581248527721	C02356	C4H9NO2	(S)-2-Aminobutanoate;(S)-2-Aminobutanoic acid;(S)-2-Aminobutyric acid ([M+H]+)	
104.07067	2.39580e+05	103.063393533119	6(31)	104.070604999411	0.624581248527721	C02721	C4H9NO2	N-Methyl-L-alanine ([M+H]+)	
104.07067	2.39580e+05	103.063393533119	7(31)	104.070604999411	0.624581248527721	C03284	C4H9NO2	L-3-Amino-isobutanoate;(S)-3-Amino-isobutyrate;L-3-Amino-isobutyrate;(S)-3-Amino-isobutanoate;(S)-3-Amino-2-methylpropanoate ([M+H]+)	
104.07067	2.39580e+05	103.063393533119	8(31)	104.070604999411	0.624581248527721	C03665	C4H9NO2	2-Amino-2-methylpropanoate;2-Aminoisobutyric acid ([M+H]+)	
104.07067	2.39580e+05	103.063393533119	9(31)	104.070604999411	0.624581248527721	C05145	C4H9NO2	3-Aminoisobutyric acid;3-Aminoisobutanoate;3-Amino-2-methylpropanoate ([M+H]+)	
104.07067	2.39580e+05	103.063393533119	10(31)	104.070604999411	0.624581248527721	C05689	C4H9NO2Se	Se-Methylselenocysteine ([M+H]+)	
104.07067	2.39580e+05	103.063393533119	11(31)	104.070604999411	0.624581248527721	C05698	C4H9NO2Se	Selenohomocysteine ([M+H]+)	
104.07067	2.39580e+05	103.063393533119	12(31)	104.070604999411	0.624581248527721	C08293	C4H9NO2Se	Se-Methyl-L-selenocysteine ([M+H]+)	
104.07067	2.39580e+05	103.063393533119	13(31)	104.070604999411	0.624581248527721	C11109	C4H9NO2	HBA ([M+H]+)	
