raw_mass	peak_height	KEGG_mass(original)	npossible	KEGG_mass (Addukt)	ppm	KEGG_cid	KEGG_formula	KEGG_name	uniqueID
107.07059	6.47455e+05	84.0813692990393	1(1)	107.070545026441	0.420036529168024	C06178	C5H10N	1-Methylpyrrolinium ([M+Na]+)	
139.07322	7.96776e+05	116.083999299039	1(20)	139.072950324921	1.93908704337431	C01585	C6H12O2	Hexanoic acid;Hexanoate;Hexylic acid;n-Caproic acid ([M+Na]+)	
139.07322	7.96776e+05	116.083999299039	2(20)	139.072950324921	1.93908704337431	C02948	C6H12O2	4-Hydroxyhexan-3-one;4-Hydroxy-3-hexanone;Propioin ([M+Na]+)	
139.07322	7.96776e+05	116.083999299039	3(20)	139.072950324921	1.93908704337431	C03739	C6H12O2	trans-Cyclohexane-1,2-diol;trans-1,2-Cyclohexanediol ([M+Na]+)	
139.07322	7.96776e+05	116.083999299039	4(20)	139.072950324921	1.93908704337431	C12293	C6H12O2	Isoamyl formate ([M+Na]+)	
139.07322	7.96776e+05	116.083999299039	5(20)	139.072950324921	1.93908704337431	C12304	C6H12O2	Butyl acetate ([M+Na]+)	
139.07322	7.96776e+05	116.083999299039	6(20)	139.072950324921	1.93908704337431	C12313	C6H12O2	cis-Cyclohexane-1,2-diol ([M+Na]+)	
139.07322	7.96776e+05	116.083999299039	7(20)	139.072950324921	1.93908704337431	HMDB00535	C6H12O2	Caproic acid (see KEGG C01585); Hexanoic acid [carboxylic acid] ([M+Na]+)	
139.07322	7.96776e+05	116.083999299039	8(20)	139.072950324921	1.93908704337431	HMDB00689	C6H12O2	Isocaproic acid; 4-methylpentanoic acid [carboxylic acid] ([M+Na]+)	
139.07322	7.96776e+05	116.083999299039	9(20)	139.072950324921	1.93908704337431	LMFA01010006	C6H12O2	Caproic acid (see KEGG C01585); Hexanoic acid [Straight chain fatty acids [FA0101]] ([M+Na]+)	
139.07322	7.96776e+05	116.083999299039	10(20)	139.072950324921	1.93908704337431	LMFA01020074	C6H12O2	2-methyl valeric acid; 2-methyl-pentanoic acid [Branched fatty acids [FA0102]] ([M+Na]+)	
139.07322	7.96776e+05	116.083999299039	11(20)	139.072950324921	1.93908704337431	LMFA01020075	C6H12O2	3-methyl valeric acid; 3-methyl-pentanoic acid [Branched fatty acids [FA0102]] ([M+Na]+)	
139.07322	7.96776e+05	116.083999299039	12(20)	139.072950324921	1.93908704337431	LMFA01020076	C6H12O2	Isocaproic acid; 4-methyl-pentanoic acid [Branched fatty acids [FA0102]] ([M+Na]+)	
139.07322	7.96776e+05	116.083999299039	13(20)	139.072950324921	1.93908704337431	LMFA01020077	C6H12O2	diethyl acetic acid; 2-ethyl-butanoic acid [Branched fatty acids [FA0102]] ([M+Na]+)	
139.07322	7.96776e+05	116.083999299039	14(20)	139.072950324921	1.93908704337431	LMFA01020078	C6H12O2	dimethyl ethyl acetic acid; 2,2-dimethyl-butanoic acid [Branched fatty acids [FA0102]] ([M+Na]+)	
