raw_mass	peak_height	KEGG_mass(original)	npossible	KEGG_mass (Addukt)	ppm	KEGG_cid	KEGG_formula	KEGG_name	uniqueID
105.05452	2.69369e+05	104.047243533119	1(23)	105.054620582121	-0.957427828970752	C00989	C4H8O3	4-Hydroxybutanoic acid;4-Hydroxybutanoate;4-Hydroxybutyric acid ([M+H]+)	
105.05452	2.69369e+05	104.047243533119	2(23)	105.054620582121	-0.957427828970752	C01089	C4H8O3	(R)-3-Hydroxybutanoate;(R)-3-Hydroxybutanoic acid;(R)-3-Hydroxybutyric acid ([M+H]+)	
105.05452	2.69369e+05	104.047243533119	3(23)	105.054620582121	-0.957427828970752	C01188	C4H8O3	3-Hydroxy-2-methylpropanoate;3-Hydroxyisobutyrate;3-Hydroxyisobutyric acid ([M+H]+)	
105.05452	2.69369e+05	104.047243533119	4(23)	105.054620582121	-0.957427828970752	C01991	C4H8O3	4-Hydroxyacid;4-Hydroxyalkanoic acid;4-Hydroxycarboxylic acid ([M+H]+)	
105.05452	2.69369e+05	104.047243533119	5(23)	105.054620582121	-0.957427828970752	C03197	C4H8O3	(S)-3-Hydroxybutanoate ([M+H]+)	
105.05452	2.69369e+05	104.047243533119	6(23)	105.054620582121	-0.957427828970752	C05984	C4H8O3	2-Hydroxybutanoic acid;2-Hydroxybutyrate;2-Hydroxybutyric acid ([M+H]+)	
105.05452	2.69369e+05	104.047243533119	7(23)	105.054620582121	-0.957427828970752	C06001	C4H8O3	(S)-3-Hydroxyisobutyrate ([M+H]+)	
105.05452	2.69369e+05	104.047243533119	8(23)	105.054620582121	-0.957427828970752	C14601	C4H8O3	Methyl methoxyacetate ([M+H]+)	
105.05452	2.69369e+05	104.047243533119	9(23)	105.054620582121	-0.957427828970752	HMDB00008	C4H8O3	2-Hydroxybutyric acid (see KEGG C05984); 2-hydroxybutanoic acid [secondary alcohol] ([M+H]+)	
105.05452	2.69369e+05	104.047243533119	10(23)	105.054620582121	-0.957427828970752	HMDB00011	C4H8O3	(R)-3-Hydroxybutyric acid (see KEGG C01089); (3R)-3-hydroxybutanoic acid [secondary alcohol] ([M+H]+)	
105.05452	2.69369e+05	104.047243533119	11(23)	105.054620582121	-0.957427828970752	HMDB00023	C4H8O3	(S)-3-Hydroxyisobutyric acid (see KEGG C01188); 3-hydroxy-2-methylpropanoic acid [primary alcohol] ([M+H]+)	
105.05452	2.69369e+05	104.047243533119	12(23)	105.054620582121	-0.957427828970752	HMDB00336	C4H8O3	(R)-3-Hydroxyisobutyric acid; (2R)-3-hydroxy-2-methyl-Propanoic acid [primary alcohol] ([M+H]+)	
105.05452	2.69369e+05	104.047243533119	13(23)	105.054620582121	-0.957427828970752	HMDB00357	C4H8O3	3-Hydroxybutyric acid (see KEGG C01089); 3-hydroxybutanoic acid [secondary alcohol] ([M+H]+)	
105.05452	2.69369e+05	104.047243533119	14(23)	105.054620582121	-0.957427828970752	HMDB00442	C4H8O3	(S)-3-Hydroxybutyric acid (see KEGG C03197); (3S)-3-hydroxybutanoic acid [secondary alcohol] ([M+H]+)	
105.05452	2.69369e+05	104.047243533119	15(23)	105.054620582121	-0.957427828970752	HMDB00710	C4H8O3	4-Hydroxybutyric acid (see KEGG C00989); 4-hydroxy-butanoic acid [primary alcohol] ([M+H]+)	
105.05452	2.69369e+05	104.047243533119	16(23)	105.054620582121	-0.957427828970752	HMDB00729	C4H8O3	Alpha-Hydroxyisobutyric acid; 2-hydroxy-2-methylpropanoate [tertiary alcohol] ([M+H]+)	
105.05452	2.69369e+05	104.047243533119	17(23)	105.054620582121	-0.957427828970752	LMFA01050004	C4H8O3	(+/-)alpha-hydoxy butyric acid (see KEGG C05984); 2-hydroxy-butanoic acid [Hydroxy fatty acids [FA0105]] ([M+H]+)	
105.05452	2.69369e+05	104.047243533119	18(23)	105.054620582121	-0.957427828970752	LMFA01050005	C4H8O3	D(-)-beta-hydroxy butyric acid (see KEGG C01089); 3-hydroxy-butanoic acid [Hydroxy fatty acids [FA0105]] ([M+H]+)	
105.05452	2.69369e+05	104.047243533119	19(23)	105.054620582121	-0.957427828970752	LMFA01050006	C4H8O3	4-hydroxy-butyric acid (see KEGG C00989); 4-hydroxy-butanoic acid [Hydroxy fatty acids [FA0105]] ([M+H]+)	
105.05452	2.69369e+05	104.047243533119	20(23)	105.054620582121	-0.957427828970752	LMFA01050243	C4H8O3	3R-hydroxy-butanoic acid (see KEGG C03197) [Hydroxy fatty acids [FA0105]] ([M+H]+)	
105.05452	2.69369e+05	104.047243533119	21(23)	105.054620582121	-0.957427828970752	LMFA01050342	C4H8O3	2-hydroxy-butanoic acid (see KEGG C05984) [Hydroxy fatty acids [FA0105]] ([M+H]+)	
105.05452	2.69369e+05	104.047243533119	22(23)	105.054620582121	-0.957427828970752	LMFA01050382	C4H8O3	3R-hydroxy-isobutyric acid; 2R-methyl-3-hydroxy-propanoic acid [Hydroxy fatty acids [FA0105]] ([M+H]+)	
105.05452	2.69369e+05	104.047243533119	23(23)	105.054620582121	-0.957427828970752	LMFA01050417	C4H8O3	alpha-hydroxy-isobutyric acid; 2-hydroxy-2-methyl-propanoic acid [Hydroxy fatty acids [FA0105]] ([M+H]+)	
105.91391	2.50389e+05	104.906633533119	1(1)	105.913834512881	0.712721482998804	C15235	SbCl3	Antimony trichloride;Antimony(III) chloride;Trichlorostibine ([M+H]+)	
106.04989	2.52315e+05	105.042613533119	1(6)	106.049869554831	0.192788215052106	C00065	C3H7NO3	L-Serine;L-2-Amino-3-hydroxypropionic acid;L-3-Hydroxy-alanine;Serine ([M+H]+)	
106.04989	2.52315e+05	105.042613533119	2(6)	106.049869554831	0.192788215052106	C00716	C3H7NO3	DL-Serine;2-Amino-3-hydroxypropionic acid;3-Hydroxyalanine;Serine ([M+H]+)	
106.04989	2.52315e+05	105.042613533119	3(6)	106.049869554831	0.192788215052106	C00740	C3H7NO3	D-Serine ([M+H]+)	
